class,sms
ham,"['hop', 'text', 'meet', 'smil', '.', 'let', 'text', 'giv', 'reason', 'smil', '.', 'beauty', 'day', '.']"
ham,"['cas', 'wak', 'wond', ',', 'forgot', 'tak', 'car', 'someth', 'grandm', 'today', ',', 'don', 'parad']"
ham,['ok']
spam,"['latest', 'nok', 'mobl', 'ipod', 'mp3', 'play', '+a400', 'proz', 'guarantee', '!', 'reply', ':', 'win', '83355', '!', 'norcorp', 'ltd.a1,50/mtmsgrcvd18+']"
spam,"['sms', 'serv', '.', 'includ', 'text', 'credit', ',', 'pls', 'goto', 'www.comuk.net', 'login=', '3qxj9', 'unsubscrib', 'stop', ',', 'extr', 'charg', '.', 'help', '08702840625.comuk', '.', '220-cm2', '9ae']"
ham,"['nvm', 'tak', 'ur', 'tim', '.']"
ham,"['wat', ""'s"", 'da', 'decid', '?']"
ham,"['wot', 'u', '2', 'bitch', '?']"
ham,"['stupid.its', 'poss']"
ham,"['told', 'hr', 'want', 'post', 'chenna', ':', ')', ""'m"", 'work', ':', ')']"
spam,"['mobl', 'club', ':', 'choos', 'top', 'qual', 'item', 'mobl', '.', '7cfca1a']"
ham,"['guy', 'leav', '?']"
ham,"['nev', 'grumbl', 'sad', 'lor', '...', 'hee', '...', 'buy', 'tmr', 'lor', 'aft', 'lunch', '.', 'stil', 'meetin', '4', 'lunch', 'tmr', '.', 'nev', 'hear', 'fr', 'lei', '.', 'ii', 'got', 'lot', 'work', 'ar', '?']"
ham,"['abl', 'anyth', '.']"
ham,"['ii', 'takin', 'linear', 'algebr', 'today', '?']"
ham,"['weekend', 'fin', '(', 'excus', 'much', 'dec', ')']"
ham,"['sorry', 'miss', 'bab', '.', 'lat', 'slept', '.', 'hop', 'enjoy', 'driv', 'lesson', ',', 'boytoy', '.', 'miss', '...', '*', 'teas', 'kiss', '*']"
ham,"['project', 'pa.', 'com', '.']"
spam,"['money', 'win', 'numb', '946', 'wot', 'next']"
ham,"['sur', ',', 'whenev', 'show', 'fuck', '&', 'gt', ';', ':', '(']"
ham,"['random', 'saw', 'old', 'room', 'camp', '.', 'gradu']"
spam,"['congr', '!', '2', 'mobl', '3g', 'videophon', 'r', '.', 'cal', '09061744553', '!', 'videoch', 'wid', 'ur', 'mat', ',', 'play', 'jav', 'gam', ',', 'dload', 'polyh', 'mus', ',', 'nolin', 'rentl', '.', 'bx420', '.', 'ip4', '.', '5we', '.', '150pm']"
ham,"['men', 'alway', 'nee', 'beauty', ',', 'intellig', ',', 'car', ',', 'lov', ',', 'adjust', ',', 'coop', 'wif', '.', 'law', 'allow', 'on', 'wif', '....']"
ham,"['suck', '.', 'got', 'plan', 'yo', 'valentin', '?', 'yo', 'valentin', ""n't"", '?']"
ham,"['got', 'part', 'nottingham', '-', '3', 'hrs', '63miles', '.', 'good', 'thing', 'lov', 'man', 'much', ',', '40mph', '.', 'hey', 'ho']"
ham,"['think', 'on', 'say', 'clear', '.', 'ok', 'leav', 'nee', 'ask', '.', 'go', 'com']"
ham,"['hi', 'good', 'mornin', '..', 'thanku', 'wish', 'u', '..']"
ham,"['u', 'want', '2', 'meet', '2morro']"
ham,"['act', 'decid', 'hungry', ""n't"", 'left', 'yet', ':', 'v']"
ham,"[""'ve"", 'sent', 'i_', 'part', '..']"
ham,"['cos', 'shop', 'wif', 'dar', 'jus', 'n', 'cal', '2', 'ask', 'wat', 'pres', 'wan', 'lor', '.', 'start', 'guess', 'wif', 'n', 'fin', 'guess', 'dar', 'lor', '.']"
spam,"['want', 'cock', '!', 'hubby', ""'s"", 'away', ',', 'nee', 'real', 'man', '2', 'satisfy', '.', 'txt', 'wif', '89938', 'strings', 'act', '.', '(', 'txt', 'stop', '2', 'end', ',', 'txt', 'rec', 'a1.50e', '.', 'otbox', '731', 'la1', '7ws', '.', ')']"
ham,"['understand', '.', 'loss', 'gain', ':', ')', 'work', '?', 'school', '?']"
ham,"['u', '?', 'miss', 'u', '!', 'hav', '2', 'much', 'bit', 'bor', 'holiday', 'want', '2', 'go', 'bak', '2', 'colleg', '!', 'sad', 'isnt', '?', 'xx']"
ham,"['hiy', ',', 'prob', 'com', 'hom', '*', 'weekend', 'next']"
ham,"[""n't"", 'forget', 'though', 'lov', '....', 'walk', 'besid', '.', 'watch', 'keep', 'heart', 'warm', '.']"
ham,"['wish', 'thing', 'diff', '.', 'wond', 'abl', 'show', 'much', 'valu', '.', 'pls', 'continu', 'brisk', 'walk', 'drug', 'without', 'askin', 'pleas', 'find', 'thing', 'laugh', '.', 'lov', 'dear', '.']"
ham,"['ok', 'day', '.', 'mak', 'din', 'tonit', '?', 'invit', '?']"
spam,"['gr8', 'new', 'serv', '-', 'liv', 'sex', 'video', 'chat', 'mob', '-', 'see', 'sexiest', 'dirtiest', 'girl', 'liv', 'ur', 'phon', '-', '4', 'detail', 'text', 'horny', '89070', 'cancel', 'send', 'stop', '89070']"
ham,"['money', '4', 'stev', 'mat', '!', '!']"
ham,"['im', 'lat', 'tellmiss', 'im', 'way']"
ham,"['nev', 'blam', 'day', 'ur', 'lif', '.', 'good', 'day', 'giv', 'u', 'happy', '.', 'bad', 'day', 'giv', 'u', 'expery', '.', 'ess', 'lif', '!', 'god', 'bless', '!', 'good', 'morn', '.', ':']"
ham,"['norm', 'us', 'drink', 'wat', 'dai', ':', ')']"
ham,"['dar', 'ask', '...', 'luck', 'sort', 'car', '?']"
ham,"['party', ""'s"", 'plac', 'usf', ',', 'charg', '(', 'contribut', 'way', 'gre', 'apprecy', ')', 'yeah', ',', 'got', 'room', 'on']"
ham,"['urgh', ',', 'coach', 'hot', ',', 'smel', 'chip', 'fat', '!', 'thank', ',', 'espec', 'duvet', '(', 'predict', 'text', 'word', ')', '.']"
ham,"['hiy', '.', 'last', 'night', '?', ""'ve"", 'naughty', 'bought', 'cloth', 'littl', '...', 'ready', 'shop', 'tho', '!', 'kind', 'tim', 'wan', 'na', 'meet', '?']"
spam,"['freemsg', 'hi', 'baby', 'wow', 'got', 'new', 'cam', 'moby', '.', 'wan', 'na', 'c', 'hot', 'pic', '?', 'fant', 'chat', '?', 'im', 'w8in', '4utxt', '/', 'rply', 'chat', '82242', 'hlp', '08712317606', 'msg150p', '2rcv']"
ham,"[""'ve"", 'try', 'reach', 'without', 'success']"
ham,"['derek', 'don', 'class', '?']"
ham,"['nev', 'lei', '...', 'v', 'lazy', '...', 'got', 'wat', '?', 'dat', 'day', 'i_', 'send', 'da', 'url', 'cant', 'work', 'on', '...']"
ham,"['nev', 'try', 'alon', 'tak', 'weight', 'tear', 'com', 'ur', 'heart', 'fal', 'ur', 'ey', '...', 'alway', 'rememb', 'stupid', 'friend', 'shar', '...', 'bslvyl']"
ham,"['hey', 'mat', '.', 'spok', 'mag', 'peopl', '.', 'weur', '.', 'del', 'end', 'mon', '.', 'del', '24th', 'sept.', 'talk', 'lat', '.']"
ham,"['hop', 'good', 'week', '.', 'check']"
ham,"['hah', ',', 'friend', 'tyl', 'lit', 'ask', 'could', 'get', 'dubsack']"
ham,"['\\hey', '!', 'u', 'fant', 'meetin', '4', 'cha', 'hav', 'lil', 'bev', '.', 'txt', 'ring', 'meet', 'l8r', '.', 'quit', 'tir', 'got', '3', 'v.pist', ';', ')', 'lov', 'pet', 'x', 'x', 'x\\', '``', '``']"
ham,"['gre', '.', 'saf', 'trip', '.', 'dont', 'pan', 'surrend', '.']"
ham,"['\\symptoms\\', '``', 'u', 'lov', ':', '\\', '``', '1.u', 'lik', 'list', 'song', '2.u', 'get', 'stop', 'u', 'see', 'nam', 'belov', '3.u', 'wo', ""n't"", 'get', 'angry', '``']"
ham,"['sun', 'ah', '...', 'thk', 'mayb', 'dun', 'anythin', '...', 'thk', 'book', 'e', 'lesson', '...', 'e', 'pil', 'orchard', 'mrt', 'u', 'noe', 'hor', '...']"
ham,"['try', 'someth', 'dear', '.', 'read', 'someth', 'exam']"
ham,"['7', 'wond', 'world', '7th', '6th', 'ur', 'styl', '5th', 'ur', 'smil', '4th', 'ur', 'person', '3rd', 'ur', 'nat', '2nd', 'ur', 'sms', '1st', '\\ur', 'lov', 'friendship\\', '``', '...', 'good', 'morn', 'dear', '``']"
ham,"['gettin', 'rdy', 'ship', 'comp']"
ham,"['hospit', 'da', '.', '.', 'return', 'hom', 'ev']"
ham,"['piss', 'talk', 'someon', 'real', 'u', 'point', '.', '(', 'read', 'backward', ')']"
ham,"['think', '+', 'da', '.', 'wil', '.']"
ham,"[""'m"", 'awak', 'oh', '.', ""'s"", '.']"
ham,"['good', 'afternoon', 'boytoy', '.', 'goe', 'walk', 'day', '?', 'get', 'pol', 'abstract', '?', 'stil', '?', 'wak', 'miss', 'bab']"
ham,"['much', 'u', 'try', 'get', '?']"
ham,"['com', 'around', '&', 'lt', ';', 'decim', '&', 'gt', ';', 'pm', 'vikky', '..', ""'m"", 'otsid', 'nw', ',', 'il', 'com', 'tht', 'tim']"
ham,"['tel', 'address']"
ham,"['honeyb', 'said', ':', '*', ""'m"", 'sweetest', 'world', '*', 'god', 'laugh', '&', 'amp', ';', 'said', ':', '*', 'wait', ',', 'u', 'havnt', 'met', 'person', 'read', 'msg', '*', 'mor', ':', 'ev', 'god', 'crack', 'jok', '!', 'gm+gn+ge+gn', ':', ')']"
ham,"['buy', 'blackberry', 'bold', '2', 'torch', '.', 'buy', 'new', 'us', '.', 'let', 'know', '.', 'plu', 'say', 'buy', '&', 'lt', ';', '#', '&', 'gt', ';', 'g', 'wif', 'ipad', '.', 'say', '&', 'lt', ';', '#', '&', 'gt', ';', 'g', '?']"
ham,"['togeth', 'thinkin']"
ham,"['hiy', 'how', 'going', 'sunny', 'afric', '?', 'hop', 'u', 'r', 'avin', 'good', 'tim', '.', 'giv', 'big', 'old', 'silv', 'back', 'big', 'kiss', '.']"
ham,"['tim', 'com', 'tomorrow']"
spam,"['wan', 'na', 'laugh', '?', 'try', 'chit-ch', 'mobl', '!', 'logon', 'txting', 'word', ':', 'chat', 'send', ':', '8883', 'cm', 'po', 'box', '4217', 'london', 'w1a', '6zf', '16+', '118p/msg', 'rcvd']"
ham,"['\\cha', 'quiteamuz', 'thataoscool', 'bab']"
ham,"['omg', 'u', 'know', 'at', '?']"
spam,"['\\urgent', '!', '2nd', 'attempt', 'contact', 'u', '!', 'u', 'a1000call', '09071512432', 'b4', '300603t', '&', 'csbcm4235wc1n3xx.callcost150ppmmobilesvary', '.', 'maxa7', '.', '50\\', '``', '``']"
ham,"[':', '(', '....']"
ham,"['direct', 'behind', '...', 'abt', '4', 'row', 'behind', 'i_', '...']"
spam,"['congrat', 'ur', 'award', '500', 'cd', 'vouch', '125gift', 'guarantee', '&', 'fre', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'mus', '87066']"
spam,"['contract', 'mobl', '11', 'mnths', '?', 'latest', 'motorol', ',', 'nok', 'etc', '.', 'fre', '!', 'doubl', 'min', '&', 'text', 'orang', 'tariff', '.', 'text', 'ye', 'callback', ',', 'remov', 'record']"
spam,"['urg', '!', 'cal', '09066350750', 'landlin', '.', 'comply', '4', '*', 'ibiz', 'holiday', '10,000', 'cash', 'await', 'collect', 'sae', '&', 'cs', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18+']"
ham,"['plan', 'yet', '.', '?']"
ham,"['hi', '....', 'eng', 'fixd', '&', 'lt', ';', '#', '&', 'gt', ';', 'th', 'next', 'mon', '.', 'know', 'real', 'shock', 'bt', '....', 'hmm', 'njan', 'vilikkam', '....', 'ws', 'al', 'sudn', ';', '-', '(', '.']"
ham,"['cours', '.', 'math', 'on', 'day', 'on', 'chapt', 'on', 'mon', 'fin', '.']"
ham,"['wow', ""n't"", 'think', 'common', '.', 'tak', 'back', 'ur', 'freak', '!', 'unless', 'u', 'chop', ':', '-', ')']"
spam,"['ur', 'chant', 'win', 'a250', 'wkly', 'shop', 'spree', 'txt', ':', 'shop', '80878', '.', ""'s"", '&', 'c', ""'s"", 'www.txt-2-shop.com', 'custc', '08715705022', ',', '1x150p/wk']"
ham,"['noooooooo', 'pleas', '.', 'last', 'thing', 'nee', 'stress', '.', 'lif', 'fair', '.']"
spam,"['u', 'secret', 'admir', 'look', '2', 'mak', 'contact', 'u-find', 'r', '*', 'rev', 'think', 'ur', 'special-cal', '09065171142-stopsms-08718727870150ppm']"
spam,"['mil', ',', 'age23', ',', 'blond', ',', 'new', 'uk', '.', 'look', 'sex', 'uk', 'guy', '.', 'u', 'lik', 'fun', '.', 'text', 'mtalk', '69866.18', '.', '30pp/txt', '1st', '5free', '.', 'a1.50', 'incr', '.', 'help08718728876']"
ham,"[""'ll"", 'see', 'swing', 'bit', ',', 'got', 'thing', 'tak', 'car', 'firsg']"
ham,"['want', 'wish', 'happy', 'new', 'year', 'want', 'talk', 'leg', 'adv', 'gary', 'split', 'person', '.', ""'ll"", 'mak', 'trip', 'ptbo', '.', 'hop', 'everyth', 'good', 'bab', 'lov', 'ya', ':', ')']"
ham,"['fin', 'work', 'yet', 'someth', '?']"
ham,"['tomorrow', 'going', 'the', '.', '.', '.', 'com', 'wherev', 'u', 'cal', '.', '.', '.', 'tel', 'com', 'tomorrow']"
spam,"['wel', 'don', 'england', '!', 'get', 'off', 'poly', 'rington', 'colo', 'flag', 'yer', 'mobl', '!', 'text', 'ton', 'flag', '84199', '!', 'opt-out', 'txt', 'eng', 'stop', '.', 'box39822', 'w111wx', 'a1.50']"
ham,"['right', 'wasnt', 'phon', 'someon', 'numb', 'lik', '!']"
ham,"[""'s"", 'ok', 'wun', 'b', 'angry', '.', 'msg', 'u', 'aft', 'com', 'hom', 'tonight', '.']"
ham,"['good', 'tim', '.', 'nic', 'someth', 'bit', 'diff', 'weekend', 'chang', '.', 'see', 'ya', 'soon']"
ham,"['yo', 'sorry', 'show', 'sup']"
ham,"['carlo', 'pick', ',', ""'ll"", 'swing', 'usf', 'littl', 'bit']"
ham,"['ful', 'heat', 'pa', ':', '-', ')', 'apply', 'oil', 'pa', '.']"
ham,"[""'m"", 'stuck', 'da', 'middl', 'da', 'row', 'da', 'right', 'hand', 'sid', 'da', 'lt', '...']"
ham,"['laid', 'airtel', 'lin', 'rest', '?']"
ham,"['hi', 'u', 'decid', 'wot', '2', 'get', '4', 'bday', 'il', 'prob', 'jus', 'get', 'vouch', 'frm', 'virgin', 'sumf']"
spam,"['freemsg', ':', 'txt', ':', 'cal', ':', '86888', '&', 'claim', 'reward', '3', 'hour', 'talk', 'tim', 'us', 'phon', '!', 'subscribe6gbp/mnth', 'int', '3hrs', '16', 'stop', '?', 'txtstop']"
ham,"['\\hey', 'j', '!', 'r', 'u', 'feel', 'bet']"
ham,"[""n't"", 'plan', 'stay', 'night', 'prol', 'wo', ""n't"", 'back', 'til', 'lat']"
ham,"['thanx', '4', 'puttin', 'da', 'fon', '!', '!']"
ham,"['nee', '8th', ""'m"", 'camp', 'atm', ',', 'could', 'pick', 'hour', 'two', '?']"
ham,"['oh', '...', 'hah', '...', 'den', 'shld', 'went', 'today', '...', 'gee', ',', 'nvm', 'la', '...', 'kaiez', ',', 'dun', 'mind', 'goin', 'jazz', 'oso', '...', 'scar', 'hiphop', 'op', 'cant', 'catch', '...']"
ham,"['run', 'man', '5', 'minut', 'nee', 'oxyg', '!', 'might', 'resort', 'rol', 'opt', '!']"
ham,"['liv', 'next', '&', 'lt', ';', '#', '&', 'gt', ';', 'min']"
ham,"['de', 'ask', 'lik', '.']"
ham,"['glad', 'talk', '.']"
ham,"['wat', 'tim', 'i_', 'fin', '?']"
ham,"['sorry', 'da', '.', 'gon', 'mad', 'many', 'pend', 'work', '.']"
ham,"['much', 'got', 'cle']"
ham,"['how', 'favourit', 'person', 'today', '?', 'r', 'u', 'workin', 'hard', '?', 'could', ""n't"", 'sleep', 'last', 'nit', 'near', 'rang', 'u', '4.30']"
spam,"['sunshin', 'quiz', '!', 'win', 'sup', 'sony', 'dvd', 'record', 'cannam', 'capit', 'austral', '?', 'text', 'mqu', '82277.', 'b']"
ham,"['ii', 'cal', 'dad', 'ored', '...']"
ham,"['good', '.', 'think', 'could', 'send', 'pix', '?', 'would', 'lov', 'see', 'top', 'bottom', '...']"
ham,"['nvm', '...', ""'m"", 'going', 'wear', 'sport', 'sho', 'anyway', '...', ""'m"", 'going', 'lat', 'leh', '.']"
ham,"['sorry', ',', ""'ll"", 'cal', 'lat', 'meet', '.']"
ham,"['long', 'fuckin', 'showr']"
ham,"['receiv', ',', 'understood', 'n', 'act', 'upon', '!']"
ham,"['fin', 'cam', 'fix', 'ceil', '.']"
ham,"['u', 'nee', 'presnt', 'alway', 'bcz', 'u', 'cant', 'mis', 'lov', '.', '\\jeevithathile', 'irulina', 'neekunn', 'prakasamanu', 'sneham\\', '``', 'prakasam', 'en', 'prabh', ""'that"", 'mns', 'prabh', ""is'love"", ""'"", 'got', '.', 'dont', 'mis', '....', '``']"
ham,"['jus', 'fin', 'blow', 'hair', '.', 'u', 'fin', 'din', 'already', '?']"
ham,"[""'m"", 'bus', '.', 'lov']"
ham,"['lol', '...', 'knew', '....', 'saw', 'doll', 'stor']"
spam,"['pleas', 'cal', 'custom', 'serv', 'repres', '0800', '169', '6031', '10am-9pm', 'guarantee', 'a1000', 'cash', 'a5000', 'priz', '!']"
spam,"['today', 'vod', 'numb', 'end', '7634', 'select', 'receiv', 'a350', 'reward', '.', 'match', 'pleas', 'cal', '08712300220', 'quot', 'claim', 'cod', '7684', 'standard', 'rat', 'apply', '.']"
ham,"['saturday', 'sunday', 'holiday', 'difficult', ':', ')']"
ham,"['everybody', 'fun', 'ev', '.', 'miss', '.']"
ham,"['got', 'hell', 'gas', 'money', ',', 'want', 'go', 'grand', 'nat', 'adv', 'galileo', 'littl', 'bit', '?']"
ham,"[""'m"", 'meet', ',', 'cal', 'lat']"
ham,"['oh', 'wow', 'that', 'gay', '.', 'firmw', 'upd', 'help']"
ham,"['wo', ""n't"", '.', 'mov', 'morphin']"
ham,"['com', 'din', 'c', 'i_', '...', 'yup', 'cut', 'hair', '...']"
ham,"['k', 'k', 'pa', 'lunch', 'ah', '.']"
ham,"['oh', 'ho', '.', 'first', 'tim', 'u', 'us', 'typ', 'word']"
ham,"['captain', 'vijaykan', 'comedy', 'captain', 'tv', '..', 'drunk', ':', ')']"
ham,"['cours', '.', 'guess', 'god', ""'s"", 'got', 'hold', 'right', '.']"
ham,"['hid', 'anythy', 'keep', 'dist']"
ham,"['hav', '.']"
spam,"['rip', '!', 'get', 'mobl', 'cont', 'www.clubmoby.com', 'cal', '08717509990', 'poly/true/pix/ringtones/games', 'six', 'download', '3']"
ham,"['sorry', 'din', 'lock', 'keypad', '.']"
ham,"['u', 'got', 'person', 'story']"
ham,"['plan', 'com', 'chenna', '?']"
spam,"['tri', 'contact', 'reply', 'off', 'video', 'phon', '750', 'anytim', 'network', 'min', 'half', 'pric', 'lin', 'rent', 'camcord', 'reply', 'cal', '08000930705']"
ham,"['god', 'cre', 'gap', 'btwn', 'ur', 'fing', 'dat', 'sum1', 'vry', 'spec', 'fil', 'gap', 'hold', 'ur', 'hand', '..', 'plz', 'dont', 'ask', 'cre', 'much', 'gap', 'leg', '!', '!', '!']"
ham,"['okay', '.', 'going', 'sleep', '.', 'lat']"
ham,"['pleas', 'protect', 'e-threats', '.', 'sib', 'nev', 'ask', 'sensit', 'inform', 'lik', 'password', ',', 'atm/sms', 'pin', 'thru', 'email', '.', 'nev', 'shar', 'password', 'anybody', '.']"
ham,"['fin', 'hap', '..', '!', 'aft', 'decad', '..', '!', 'beer', 'cheap', 'petrol', '!', 'gov', 'expect', 'us', '\\drink\\', '``', '.', '.', '.', ""n't"", '\\', '``', 'driv', '\\', '``', '``']"
spam,"['a400', 'xma', 'reward', 'wait', '!', 'comput', 'random', 'pick', 'loy', 'mobl', 'custom', 'receiv', 'a400', 'reward', '.', 'cal', '09066380611']"
ham,"['r', 'e', 'meet', 'tmr', '?']"
ham,"['lol', 'ye', '.', 'ad', 'spic', 'day', '.']"
ham,"['hop', 'gre', 'day', '.']"
ham,"['prasan', 'et', 'moth', 'pass', 'away', 'last', 'night', '.', 'pray', 'famy', '.']"
ham,"['k', ',', ""'ll"", 'work', 'someth']"
spam,"['priv', '!', '2003', 'account', 'stat', 'show', '800', 'un-redeemed', 's.', 'i.', 'm.', 'point', '.', 'cal', '08718738002', 'ident', 'cod', ':', '48922', 'expir', '21/11/04']"
ham,"['mess', 'gre', 'doct', 'ind', ':', '-', ')', ':', '1', ')', 'drink', 'appy', 'fizz', '.', 'contain', 'cant', 'caus', 'ag']"
ham,"['cant', 'pick', 'phon', 'right', '.', 'pls', 'send', 'mess']"
ham,"['cal', 'tel', 'infront', '.', 'cal', '.']"
ham,"['ok', 'prob', '...']"
ham,"['lady', 'first', 'gen', 'second', 'k', '.']"
ham,"['.', 'ye', 'pleas', '.', 'swim', '?']"
ham,"['mum', 'going', 'robinson', 'already', '.']"
ham,"['ok', 'set', 'let', 'u', 'noe', 'e', 'detail', 'lat', '...']"
ham,"['..', 'tel', 'softw', 'nam', '..']"
ham,"['send', 'print', 'out', 'da', '.']"
ham,"['im', 'rea', 'soz', 'im', 'mum', '2nite', '2moro']"
ham,"['born', ',', 'god', 'said', ',', '\\oh', '!', 'anoth', 'idiot\\', '``', '.', 'born']"
ham,"['didnt', 'get', 'ur', 'ful', 'msg', '..', 'sometext', 'miss', ',', 'send']"
ham,"['prob', ',', ""'m"", 'almost', 'gas', 'get', 'cash', 'tomorrow']"
spam,"['custom', 'serv', 'annount', '.', 'rec', 'tri', 'mak', 'delivery', 'un', ',', 'pleas', 'cal', '07099833605', 're-schedul', '.', 'ref:9280114']"
ham,"['forgot', '2', 'ask', 'i_', 'smth', '..', ""'s"", 'card', 'da', 'pres', 'lei', '...', '?', 'ii', 'want', '2', 'writ', 'smth', 'sign', '?']"
ham,"[""'m"", 'leav', 'hous', '.']"
spam,"['hi', 'bab', 'chloe', ',', 'r', 'u', '?', 'smash', 'saturday', 'night', ',', 'gre', '!', 'weekend', '?', 'u', 'miss', '?', 'sp', 'visionsms.com', 'text', 'stop', 'stop', '150p/text']"
ham,"['ii', 'ready', 'cal', '...']"
ham,"['wew', '130.', 'ir', '255', '.', '128', 'mb', '.']"
ham,"['good', 'thing', ""'m"", 'get', 'connect', 'bw']"
ham,"['sry', 'da', '..', 'jst', 'nw', 'cam', 'hom', '..']"
ham,"[""'s"", 'cool', ""'ll"", 'night', ',', 'lem', 'know', ""'re"", 'around']"
ham,"['stay', 'town', '?']"
ham,"['hah', 'yeah', ',', '2', 'oz', 'kind', 'shitload']"
ham,"['ok', 'u', 'tak', 'shop', 'u', 'get', 'paid', '=d']"
ham,"['lif', 'mean', 'lot', ',', 'lov', 'lif', ',', 'lov', 'peopl', 'lif', ',', 'world', 'cal', 'friend', ',', 'cal', 'world', ':', '-', ')', '..', 'ge', ':', '-', ')', '..']"
ham,"['alright', ""'ll"", 'bring', ',', 'see', 'lik', '&', 'lt', ';', '#', '&', 'gt', ';', 'min']"
ham,"['pls', 'dont', 'play', 'oth', 'lif', '.']"
ham,"['eatin', 'lunch', '...']"
ham,"['hmmm.but', 'giv', 'on', 'day', '..']"
ham,"[""n't"", 'try', ',', 'g', 'decid', 'head']"
ham,"['ok', 'prob']"
ham,"['sur', 'il', 'giv', ':', '-', ')', 'com', 'review', '.']"
ham,"['march', 'end', ',', 'ready', '.', 'cal', 'sur', '.', 'problem', 'capit', 'nev', 'complet', '.', 'far', '.', ""'s"", 'work', 'lady']"
ham,"['tessy', '..', 'pls', 'fav', '.', 'pls', 'convey', 'birthday', 'wish', 'nimy', '..', 'pls', 'dnt', 'forget', '.', 'today', 'birthday', 'shija']"
ham,"['pls', 'giv', 'food', 'pref', 'pap', 'slow', 'load', 'sug', '.', 'tak', 'hour', 'giv', '.', 'wat', '.', 'slow', '.']"
spam,"['urg', '!', 'mobl', '07808726822', 'award', 'a2,000', 'bon', 'cal', 'priz', '02/09/03', '!', '2nd', 'attempt', 'contact', '!', 'cal', '0871-872-9758', 'box95qu']"
ham,"['guy', 'get', 'us', 'dumb', 'real', '.']"
ham,"['okey', 'dokey', ',', 'iul', 'bit', 'sort', 'stuff', '.']"
ham,"['da', ':', ')', 'what', 'plan', '?']"
ham,"['ye', 'fin']"
spam,"['win', ':', 'win', '!', 'mr.', 't.', 'foley', 'ipod', '!', 'excit', 'priz', 'soon', ',', 'keep', 'ey', 'ur', 'mobl', 'visit', 'www.win-82050.co.uk']"
ham,"['lik', 'new', 'mobl']"
ham,"['anytim', '...']"
ham,"['mmmmmmm', '*', 'snuggl', '*', '...', '*', 'deep', 'cont', 'sigh', '*', '...', '*', 'whisp', '*', '...', 'fuck', 'lov', 'much', 'bar', 'stand', '...']"
ham,"['yar', 'say', 'got', 'er', '.']"
ham,"['hey', 'anyway', ':', '-', ')']"
ham,"['wow', 'healthy', '.', 'old', 'airport', 'rd', 'lor', '.', 'cant', 'thk', 'anyth', 'els', '.', ""'ll"", 'b', 'bath', 'dog', 'lat', '.']"
ham,"['wif', 'famy', 'book', 'tour', 'pack', '.']"
ham,"['say', 'bold', ',', 'torch', 'lat', '.', 'on', 'torch', '2bold', '?']"
ham,"['hah', 'awesom', ',', 'might', 'nee', 'tak', ',', 'doin', 'tonight', '?']"
ham,"['ya', 'knw', 'u', 'vl', 'giv', '..', 'ok', 'thank', 'kano', '..', 'anyway', 'enjoy', 'wit', 'ur', 'famy', 'wit', '1st', 'sal', '..', ':', '-', ')', ';', '-', ')']"
ham,"['huh', 'slow', 'tot', 'u', 'reach', 'long', 'ago', 'liao', '...', 'u', '2', 'day', '4', 'leh', '...']"
ham,"['that', 'cool', 'princess', '!', 'cov', 'fac', 'hot', 'sticky', 'cum', ':', ')']"
ham,"['big', 'brother', 'real', 'scraped', 'barrel', 'show', 'soc', 'misfit']"
ham,"['oop', 'thk', 'dun', 'haf', 'enuff', '...', 'go', 'check', 'tel', 'i_', '..']"
ham,"[':', ')', '8', 'min', 'go', 'lunch', ':', ')']"
ham,"['hey', '.', 'hap', '?', 'u', 'switch', 'ur', 'cel', 'whol', 'day', '.', 'isnt', 'good', '.', 'u', 'car', ',', 'giv', 'cal', 'tomorrow', '.']"
ham,"['k', ',', 'addy', '&', 'amp', ';', 'art', ""'ll"", 'get', 'hom']"
ham,"['unc', 'atlant', '.', 'wish', 'guy', 'gre', 'semest', '.']"
ham,"['aiyo', '...', 'lesson', 'ear', '...', ""'m"", 'stil', 'sleepin', ',', 'hah', '...', 'oky', ',', 'u', 'go', 'hom', 'liao', 'den', 'confirm', 'w', 'lor', '...']"
ham,"['forgot', 'tel', 'i_', 'smth', '..', 'i_', 'lik', 'numb', 'sect', ""'s"", 'clear', '..']"
ham,"['yup', '.', 'anyth', 'lor', ',', 'u', 'dun', 'wan', ""'s"", 'ok', '...']"
ham,"[""'m"", 'hom', ',', 'lov', '...', 'stil', 'awak', '...', '*', 'lov', 'kiss', '*']"
ham,"['hello', 'peach', '!', 'cak', 'tast', 'lush', '!']"
spam,"['fre', 'gam', '.', 'get', 'raym', 'golf', '4', 'fre', 'o2', 'gam', 'arcad', '.', '1st', 'get', 'ur', 'gam', 'set', '.', 'reply', 'post', ',', 'sav', '&', 'activ8', '.', 'press', '0', 'key', 'arcad', '.', 'termsapply']"
ham,"[""'ll"", 'min', 'shindig', 'plac', 'lat', 'tonight', ',', 'interest', '?']"
ham,"['jason', 'say', ""'s"", 'cool', 'pick', 'plac', 'lik', 'hour']"
spam,"['mobl', '10', 'mths', '?', 'upd', 'latest', 'camera/video', 'phon', 'fre', '.', 'keep', 'ur', 'numb', ',', 'get', 'extr', 'fre', 'mins/text', '.', 'text', 'ye', 'cal']"
